index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
3445,Build a Persistent Storage App in Android Studio,Coursera Project Network,Guided Project,3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Beginner
3446,Unity for Absolute Beginners - Getting Started,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3447,Creating a Multi Page App using HTML & CSS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3448,Increase SEO Traffic with WordPress,Coursera Project Network,Guided Project,18k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Advanced
3449,Build & Deploy AI Messenger Chatbot using IBM Watson,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3450,Construye un sitio web con Wordpress,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3451,Selenium Grid - Running Selenium tests in parallel,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3452,Introduction to JavaScript,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3453,Basic User Interface Design for Web Developers,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3454,Creating a Quiz Game using Vanilla JavaScript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3455,Create Ping-Pong Game in Python using Turtle Graphics,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3456,Python Dynamic HTML Web Server,Coursera Project Network,Guided Project,5.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3457,Create Mockups for a Mobile Website Using Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3458,Building Digital Media using Graphic Design in Google Slides,Coursera Project Network,Guided Project,10k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3459,Creating a virtual book store using java GUI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3460,Data-Driven Testing (via Database) with Selenium & Nunit,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3461,Introduction to Basic Game Development using Scratch,Coursera Project Network,Guided Project,20k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3462,Create a Website Using Wordpress : Free Hosting & Sub-domain,Coursera Project Network,Guided Project,16k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Beginner
3463,Getting Started with Azure DevOps Boards,Coursera Project Network,Guided Project,9.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3464,Introduction To Java Database Connectivity - JDBC,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Advanced
3465,Create a Lead Generation Messenger Chatbot using Chatfuel,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3466,Car Transport App in Figma,Coursera Project Network,Guided Project,2.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Beginner
3467,Create Personas to Represent Targeted Users in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.2,Beginner
3468,Basic Game Development with Levels using Scratch,Coursera Project Network,Guided Project,3.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3469,SQL Joins,Coursera Project Network,Guided Project,2.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3470,Compose and Program Music in Python using Earsketch,Coursera Project Network,Guided Project,12k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3471,Azure Synapse SQL Pool - Implement Polybase,Coursera Project Network,Guided Project,2.6k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3472,Applying Data Structures to Manipulate Cleansed UN Data,Coursera Project Network,Guided Project,3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3473,Bases y primeros pasos en latex,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3474,Product Design: Designing a modern table lamp using SketchUp,Coursera Project Network,Guided Project,4.1k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3475,Python Basics: Create a Guessing Number Game from Scratch,Coursera Project Network,Guided Project,3.3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3476,Create a Supermarket app using OOP Features in Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3477,Deploy Microservices using Spring Cloud Framework,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.1,Intermediate
3478,TypeScript Variables and Data Types,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3479,Create a Product Design Brainstorming with Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3480,Manage Your Versions with Git (Part I),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3481,Images and Links in HTML,Coursera Project Network,Guided Project,6.2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3482,Design Remote Meeting Boards in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3483,Spring Boot with Embedded Database,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3484,Create Your First Python Program From UST,Coursera Project Network,Guided Project,25k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3485,Learn C++ Functions,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3486,Build a website using Wix Artificial Design Intelligence,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3487,Create an E-book Cover Using Canva,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3488,Manage Your Versions with Git (Part II),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3489,Crea tu artículo científico con latex,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3490,Create a Simple Desktop App with VB.NET,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3491,Tables and Forms in HTML,Coursera Project Network,Guided Project,4.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3492,Use Commands and Create a Remote Git Repository,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3493,Scrum Team Building Using Games and Interactive Tools,Coursera Project Network,Guided Project,3.2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3494,Learn Object-Oriented Programming with Kotlin,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3495,(c++) تعلم أساسيات لغة سي بلس بلس من خلال التطبيق العملي,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3496,Advanced TestNG Framework and Integration with Selenium,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Advanced
3497,Create a Supermarket app using Java OOP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3498,HTML و CSS انشاء تطبيق متعدد الصفحات باستخدام,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3499,Restful Web Service Spring Boot Visual Studio Code Gradle,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3500,Identify UX Pain Points with Empathy Maps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
3501,TypeScript Operators,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3502,Introduction to C Programming Variables Input Output,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3503,Routing and Navigation Concepts in Angular,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3504,Working with Big Data,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3505,بالتطبيق العملي C# تعلم أساسيات لغة,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3506,Design a mobile app interface with Moqups,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3507,Conduct a 5 Whys Analysis in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3508,"Concepts in Golang - Loops, decision statements and function",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3,Beginner
3509,Create a Python Application using MySQL,Coursera Project Network,Guided Project,4.8k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3510,Build an Automated Landing page using AI from Wix ADI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,5,Beginner
3511,TypeScript Control Structures,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3512,تعلّم أساسيات نظام التشغيل لينكس,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3513,إنشاء user stories بأستخدام Trello,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3514,Building Basic Relational Databases in SQL Server Management Studio,Coursera Project Network,Guided Project,4.8k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Beginner
3515,Learn Angular Routing by building a Cocktails Application,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
3516,Crea tu curriculum profesional con latex,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3517,Unit Testing in Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3518,TypeScript String Properties and Methods,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3519,Create a User Journey Map in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.2,Beginner
3520,Create Icons with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3521,Build ATM User Interface using Routing in Angular,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3522,كيفيه انشاء شعار باستخدام GIMP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3523,Node.js Backend Basics with Best Practices,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3524,Getting Started in GIMP,Coursera Project Network,Guided Project,2.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3525,TypeScript Arrays,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3526,من خلال التطبيق العملي GitHub و Git تعلّم أساسيات,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3527,تعلم Java و JavaFX من خلال عمل آلة حاسبة,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3528,SQL تحسين أداء وضبط أوامر,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3529,Introduction to CSS in Web Development,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3530,Travailler en ligne de commande sous Linux,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3531,Introduction to C++ Programming: Build a Calculator,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
3532,Selenium Test Execution On Docker Containers,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3533,إنشاء لعبة الأسئلة باستخدام Vanilla JavaScript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3534,"Build web apps with Django models, views, forms & templates",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3535,Creating a Supermarket App Using Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3536,Test Driven Development in Java for Beginners,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3537,Flask تعلم تصميم تطبيقات الويب باستخدام بايثون و,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3538,Class Creation in Object Oriented Python,Coursera Project Network,Guided Project,2.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
3539,Graphic Design: Make Interior's Project Mood Boards in Gimp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3540,Understand Color Theory in Web Design with Adobe Color Wheel,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.9,Beginner
3541,CSS3 Flexbox - Mastering the Basics,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.7,Intermediate
3542,Benefits of Bootstrap,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.6,Beginner
3543,Engage your niche on social media: visual stories with Canva,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3544,Configuring for Scala with IntelliJ IDEA,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3545,Build a Low-Fidelity Mobile App Prototype with Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3546,Java Classes and Objects,Coursera Project Network,Guided Project,2.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3547,Style Images with CSS,Coursera Project Network,Guided Project,2.6k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
3548,Primeros pasos en Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3549,Java Built in Data Structures,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3550,Android Programming for Beginners - A simple BMI calculator,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3551,Create a Tic-Tac-Toe game in Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3552,Plan Projects and Brainstorm with Mind Maps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3553,Tracking Objects in Video with Particle Filters,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
3554,Crea tu primera página web en HTML,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3555,C++ بلغة Snake Game برمجة لعبة الثعبان,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3556,Create a basic contacts list web app using Django,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.2,Beginner
3557,Build a Full Stack Twitter clone with Next.js,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.4,Intermediate
3558,Align Design Teams with SCAMPER Brainstorming in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3559,Make a GraphQL Server with ExpressJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3560,Create a Web Link Preview with VueJS Components,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3561,Build a World Encyclopedia with AngularJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3562,Build an App in Android Studio using Read-Write,Coursera Project Network,Guided Project,2.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3563,Source control management for test automation with Git,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3564,Website Styling,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3565,Use React with Express to build a Web Application,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3566,Create User Stories in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3567,Create Digital Wireframes in Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3568,تعلم C عن طريق عمل function تقوم برسم شكل شجرة,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3569,تعليم مبادئ ال SQL Syntax,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3570,Cómo empezar con Facebook Creator Studio,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3571,Intermediate Object-Oriented Programming with Java,Coursera Project Network,Guided Project,3.1k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3572,Fashion E-Commerce in XD,Coursera Project Network,Guided Project,3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3573,Build a Linear Layout App in Android Studio,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3574,CSS Animated Components with ReactJS,Coursera Project Network,Guided Project,2.2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3575,Create basic behavior with C# in Unity,Coursera Project Network,Guided Project,2.1k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3576,Learn to Code using C# on VS Code,Coursera Project Network,Guided Project,1.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
3577,Create Animation Transitions in Unity (Intro to Animation 2),Coursera Project Network,Guided Project,1.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3578,Encryption And Decryption Using C++,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3579,Exception Handling in Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3580,Flat design: draw a vector image from a picture on Inkscape.,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3581,Initiation Pratique à Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.1,Beginner
3582,Building simple Pong Game using C++,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3583,"Créér une plateforme d'aprentissage avec SQL, C# et ASP.net",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3584,Apply Fibonacci Scales to Agile Project Estimation in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3585,Crea juegos e historias animadas con Scratch,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3586,مقدمة الاتش تي ام ال,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3587,Explorando funciones lineales con Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3588,Building a Text-Based Bank in Java,Coursera Project Network,Guided Project,7.6k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3589,Create Keyboard Movement Mechanics with C# in Unity,Coursera Project Network,Guided Project,1.8k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3590,Getting Started With Game Development Using PyGame,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.2,Beginner
3591,Build an App in Android Studio using Static Files,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3592,Create a Point of Sale (POS) with Java Basics,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3593,Aprendiendo Python con bases de datos,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Beginner
3594,صمم موقعك الشخصي وتعلم برمجة المواقع من خلال التطبيق العملي,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3595,"Creating a Rock, Paper, Scissors Game in Python",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3596,Introduction to Search Techniques in Python: Binary Search,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3597,Write a Mini Game in Scala,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3598,Crea una aplicación web con Vue.js,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3599,Build Space Invaders using Pygame,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3600,Product Roadmap Recovery in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3601,Leverage Attention Management to Facilitate Meetings in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3602,Leverage Meeting Productivity Tools in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3603,Design a User Experience Survey in SurveyMonkey,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3604,بناء موقع بسيط عن الكتب باستخدام html و css,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3605,Draw an interactive wireframe in Mockplus,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3606,Explorando funciones cuadráticas con Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3607,Create Your UI/UX Portfolio with GitHub,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3608,Test your Build in the Debugger with Eclipse,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3609,"Installing Plugins- SpotBugs, SonarLint, TestNG with Eclipse",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3610,كيفية تثبيت نظام تشغيل لينكس على جهاز الحاسوب الخاص بك,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3611,Control physics with C# in Unity,Coursera Project Network,Guided Project,3.1k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3612,Create an interactive fiction adventure game with Python,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3613,Build a Table Layout App in Android Studio,Coursera Project Network,Guided Project,2.2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3614,Big-O Time Complexity in Python Code,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3615,How to Make Image Editing Selections in GIMP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
3616,Draw and Style Custom Letters with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Beginner
3617,Análisis de texto en archivos con Azure cognitive search,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3618,Flush Out a Feature on Coursera in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,5,Beginner
3619,Snake game in Python: use Pygame to build your game,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3620,Portfolio Building for Beginners using Bootstrap,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,2.4,Beginner
3621,Dice Game in Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3622,Learn PHP Database Connectivity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3623,Develop a UX Customer Problem Statement in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3624,Validate HTML Forms with JavaScript and HTML,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3625,Crea wireframes digitales con Figma,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3626,Use React State and Props to Create an Online Quiz,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3627,Debugging support for the Node.js runtime in VScode,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3628,React: Operaciones Básicas CRUD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3629,Build a Server Rendered Website with Next.js,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3630,User Strategy Development with Wardley Maps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3631,Crea tu primera aplicación web con Python y Flask,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3632,Explore Adobe Spark while creating Social Stories Highlights,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3633,Design and Visualize Impact Metrics in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3634,Python في Pygame تصميم و تطوير لعبة العقبات باستخدام,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
