index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
7415,"Creatividad, diseño e innovación: Técnicas y herramientas",Universidad Nacional Autónoma de México,Specialization,200k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7416,"Globalization, Economic Growth and Stability",IE Business School,Specialization,59k,Social Sciences,politics_and_society,3+ Months,4.8,Intermediate
7417,Homeland Security and Cybersecurity,University of Colorado System,Specialization,13k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7418,Teaching Writing,Johns Hopkins University,Specialization,0,Social Sciences,politics_and_society,3+ Months,4.4,Beginner
7419,Privacy and Standardisation,EIT Digital,Specialization,10k,Social Sciences,politics_and_society,3+ Months,4.4,Intermediate
7420,America's Written Constitution,Yale University,Course,26k,Social Sciences,politics_and_society,3+ Months,4.8,Mixed
7421,The Economics of Agro-Food Value Chains,Technische Universität München (TUM),Course,15k,Social Sciences,politics_and_society,3+ Months,4.5,Intermediate
7422,Israel State and Society,Hebrew University of Jerusalem,Course,10k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7423,"Globalización, Crecimiento Económico y Estabilidad",IE Business School,Specialization,21k,Social Sciences,politics_and_society,3+ Months,4.8,Beginner
7424,America's Unwritten Constitution,Yale University,Course,23k,Social Sciences,politics_and_society,3+ Months,4.8,Mixed
7425,Сравнительная политика (Comparative Politics),HSE University,Course,13k,Social Sciences,politics_and_society,3+ Months,4.6,Mixed
7426,Academic Skills for University Success,The University of Sydney,Specialization,88k,Social Sciences,politics_and_society,3+ Months,4.9,Beginner
7427,Evaluación educativa,Universidad Nacional Autónoma de México,Specialization,20k,Social Sciences,politics_and_society,3+ Months,4.8,Beginner
7428,Learn to Teach Java,University of California San Diego,Specialization,5.5k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7429,Computational Thinking & Block Programming in K-12 Education,University of California San Diego,Specialization,3k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7430,人群与网络,Peking University,Course,7.3k,Social Sciences,politics_and_society,3+ Months,4.6,Mixed
7431,Caring for Others,University of Colorado Boulder,Specialization,0,Social Sciences,politics_and_society,3+ Months,0,Beginner
7432,ELL Success in the Content Classroom: Teacher Toolbox Series,Arizona State University,Specialization,13k,Social Sciences,politics_and_society,3+ Months,4.6,Intermediate
7433,Paradoxes of War,Princeton University,Course,66k,Social Sciences,politics_and_society,3+ Months,4.6,Mixed
7434,"Afrique et mondialisation, regards croisés",Sciences Po,Course,7.1k,Social Sciences,politics_and_society,3+ Months,4.7,Beginner
7435,刑法学总论 Criminal Law,Peking University,Course,6.8k,Social Sciences,politics_and_society,3+ Months,3.3,Intermediate
7436,Espaço Mundial: Perspectivas França-Brasil,Sciences Po,Course,1.7k,Social Sciences,politics_and_society,3+ Months,4.8,Beginner
7437,Educación Básica en Contextos Rurales,Universidad Austral,Specialization,7k,Social Sciences,politics_and_society,3+ Months,4.8,Beginner
7438,Teaching Impacts of Technology in K-12 Education,University of California San Diego,Specialization,8.5k,Social Sciences,politics_and_society,3+ Months,4.5,Beginner
7439,Astronomy: Exploring Time and Space,University of Arizona,Course,180k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7440,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",Course,81k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7441,Introduction to Electronics,Georgia Institute of Technology,Course,170k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7442,Circular Economy - Sustainable Materials Management,Lund University,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7443,Wind Energy,Technical University of Denmark (DTU),Course,130k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7444,Introduction to Sustainability,University of Illinois at Urbana-Champaign,Course,120k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7445,Introduction to Engineering Mechanics,Georgia Institute of Technology,Course,210k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7446,Solar Energy Basics,The State University of New York,Course,63k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7447,Understanding Einstein: The Special Theory of Relativity,Stanford University,Course,130k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7448,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,Course,71k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7449,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),Course,50k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7450,Renewable Energy Technology Fundamentals,University of Colorado Boulder,Course,2.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7451,Greening the Economy: Sustainable Cities,Lund University,Course,85k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7452,RF and millimeter-Wave Circuit Design,Eindhoven University of Technology,Course,5.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7453,Introduction to Mechanics,Rice University,Specialization,8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7454,Quantitative Methods,University of Amsterdam,Course,110k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7455,Nanotechnology: A Maker’s Course,Duke University,Course,47k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7456,Electric Utilities Fundamentals and Future,University of Colorado System,Course,18k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7457,Machine Design Part I,Georgia Institute of Technology,Course,81k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7458,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,Course,50k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Mixed
7459,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,Course,100k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7460,Renewable Power and Electricity Systems,University of Colorado Boulder,Course,2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Beginner
7461,Introduction to Chemistry: Reactions and Ratios,Duke University,Course,88k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7462,Astrobiology: Exploring Other Worlds,University of Arizona,Course,18k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7463,Introduction to battery-management systems,University of Colorado Boulder,Course,32k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7464,Global Warming I: The Science and Modeling of Climate Change,The University of Chicago,Course,45k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7465,Solar Energy System Design,The State University of New York,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7466,First Order Optical System Design,University of Colorado Boulder,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Advanced
7467,Semiconductor Devices,University of Colorado Boulder,Specialization,28k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Advanced
7468,Sustainable Agricultural Land Management,University of Florida,Course,26k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7469,Data-driven Astronomy,The University of Sydney,Course,25k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7470,"The Effect of Fires on People, Property and the Environment","University of Maryland, College Park",Course,6.9k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7471,Emergent Phenomena in Science and Everyday Life,"University of California, Irvine",Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.3,Mixed
7472,Quantum Mechanics for Engineers,University of Colorado Boulder,Specialization,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7473,Astro 101: Black Holes,University of Alberta,Course,29k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7474,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,University of Rochester,Course,65k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7475,How Things Work: An Introduction to Physics,University of Virginia,Course,220k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7476,Particle Physics: an Introduction,University of Geneva,Course,65k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Mixed
7477,Methods of molecular biology,Peter the Great St. Petersburg Polytechnic University,Course,9.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7478,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,Course,80k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7479,Material Behavior,Georgia Institute of Technology,Course,34k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7480,Algae Biotechnology,University of California San Diego,Course,4.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7481,Fundamentals of Digital Image and Video Processing,Northwestern University,Course,110k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7482,Ecosystem Services: a Method for Sustainable Development,University of Geneva,Course,29k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7483,Microwave engineering and antennas,Eindhoven University of Technology,Course,7.9k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Intermediate
7484,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Georgia Institute of Technology,Course,110k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7485,Mountains 101,University of Alberta,Course,67k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Mixed
7486,"Urban Nature: Connecting Cities, Nature and Innovation",Lund University,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7487,Introduction to Petroleum Engineering,E-Learning Development Fund,Course,7.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7488,Materials Data Sciences and Informatics,Georgia Institute of Technology,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7489,Quantum Optics 1 : Single Photons,École Polytechnique,Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7490,"Extinctions: Past, Present, & Future",Emory University,Course,5.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7491,Systèmes d’Information Géographique - Partie 1,École Polytechnique Fédérale de Lausanne,Course,28k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Beginner
7492,Disaster Preparedness,University of Pittsburgh,Course,46k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7493,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,Course,80k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7494,"Comprendre l'écologie, pour une économie innovante",ESCP Business School,Course,14k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7495,Requirements Writing,UNSW Sydney (The University of New South Wales),Course,9.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7496,BIM Fundamentals for Engineers,National Taiwan University,Course,42k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7497,The Evolving Universe,Caltech,Course,65k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7498,3D CAD Application,National Taiwan University,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Intermediate
7499,BIM Application for Engineers,National Taiwan University,Course,23k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7500,Aerospace materials,National Research Tomsk State University,Course,4.1k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7501,Building Arduino robots and devices,Moscow Institute of Physics and Technology,Course,83k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.3,Beginner
7502,Planet Earth...and You!,University of Illinois at Urbana-Champaign,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7503,Photovoltaic Systems,Technical University of Denmark (DTU),Course,3.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7504,Introduction to Physical Chemistry,University of Manchester,Course,68k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7505,Exploring Quantum Physics,"University of Maryland, College Park",Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Mixed
7506,Big History - From the Big Bang until Today,University of Amsterdam,Course,30k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Beginner
7507,Renewable Energy Futures,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7508,Transformation of the Global Food System,University of Copenhagen,Course,15k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7509,"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",Universitat Autònoma de Barcelona,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7510,"Ethics, Technology and Engineering",Eindhoven University of Technology,Course,16k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7511,"Hydro, Wind & Solar power: Resources, Variability & Forecast",École Polytechnique,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7512,Fundamentals of Fluid Power,University of Minnesota,Course,39k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7513,Robótica,Universidad Nacional Autónoma de México,Course,230k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Mixed
7514,Exploring Renewable Energy Schemes,University of Pennsylvania,Course,16k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7515,Chemical Biology,University of Geneva,Course,9.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7516,The Science of the Solar System,Caltech,Course,59k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7517,Global Environmental Management,Technical University of Denmark (DTU),Course,45k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7518,Designing Effective Science Communication,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Beginner
7519,Introduction to GIS Mapping,University of Toronto,Course,45k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7520,Introduction to Advanced Vibrations,Korea Advanced Institute of Science and Technology(KAIST),Course,5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7521,Equivalent Circuit Cell Model Simulation,University of Colorado Boulder,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7522,Our Earth's Future,American Museum of Natural History,Course,31k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7523,Introduction to Public Health Engineering in Humanitarian Contexts,École Polytechnique Fédérale de Lausanne,Course,8.4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7524,Evaluación de peligros y riesgos por fenómenos naturales,Universidad Nacional Autónoma de México,Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7525,A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,Universiteit Leiden,Course,4.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7526,"Nanotechnology and Nanosensors, Part1",Technion - Israel Institute of Technology,Course,54k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7527,Wind resources for renewable energies,École Polytechnique,Course,13k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,3.8,Intermediate
7528,"Natural Attenuation of Groundwater Contaminants: New Paradigms, Technologies, and Applications",Rice University,Course,14k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Advanced
7529,Fundamentals of Global Energy Business,University of Colorado System,Course,31k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7530,Archaeoastronomy,Politecnico di Milano,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Beginner
7531,Environmental Management & Ethics,Technical University of Denmark (DTU),Course,16k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7532,Understanding Modern Physics I: Relativity and Cosmology,The Hong Kong University of Science and Technology,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7533,Oceanografía: una clave para entender mejor nuestro mundo,Universitat de Barcelona,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7534,Introduction to solar cells,Technical University of Denmark (DTU),Course,52k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7535,Simulation and modeling of natural processes,University of Geneva,Course,30k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Mixed
7536,Sensors and Sensor Circuit Design,University of Colorado Boulder,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Advanced
7537,Análisis de Sistemas de Transporte,Pontificia Universidad Católica de Chile,Course,24k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7538,Additive Technologies in Metallurgy & Mechanical Engineering,Peter the Great St. Petersburg Polytechnic University,Course,2.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Intermediate
7539,Climate Change Mitigation in Developing Countries,University of Cape Town,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7540,Renewable Energy: Resources and Technologies,Peter the Great St. Petersburg Polytechnic University,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Advanced
7541,BIM: from sketch to digital twin,Peter the Great St. Petersburg Polytechnic University,Course,6.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Intermediate
7542,Our Energy Future,University of California San Diego,Course,61k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7543,Climate Change and Water in Mountains: A Global Concern,University of Geneva,Course,9.6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7544,Light Emitting Diodes and Semiconductor Lasers,University of Colorado Boulder,Course,8.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,3.9,Advanced
7545,Environmental Safety,Saint Petersburg State University,Course,2.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7546,AstroTech: The Science and Technology behind Astronomical Discovery,The University of Edinburgh,Course,14k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7547,Solar Energy and Electrical System Design,University at Buffalo,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7548,Motors and Motor Control Circuits,University of Colorado Boulder,Course,28k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7549,Introduction to High-Throughput Materials Development,Georgia Institute of Technology,Course,10k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7550,Climate change and Indigenous People and local communities,Universitat Autònoma de Barcelona,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Beginner
7551,Oceanography: a key to better understand our world,Universitat de Barcelona,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Mixed
7552,Basics of thermodynamics,Novosibirsk State University,Course,2.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7553,Digital Systems: From Logic Gates to Processors,Universitat Autònoma de Barcelona,Course,58k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Intermediate
7554,Planning & Design of Sanitation Systems and Technologies,École Polytechnique Fédérale de Lausanne,Course,29k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7555,Transmission electron microscopy for materials science,École Polytechnique Fédérale de Lausanne,Course,9.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7556,Fundamentals of Fluid-Solid Interactions,École Polytechnique,Course,22k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7557,Greening the Economy: Lessons from Scandinavia,Lund University,Course,25k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7558,Foundations of Quantum Mechanics,University of Colorado Boulder,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Intermediate
7559,Fatigue Failure in Different Fields of Engineering,E-Learning Development Fund,Course,2.1k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,3.6,Intermediate
7560,Solar Energy Systems Overview,University at Buffalo,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7561,"Energy, Environment, and Everyday Life",University of Illinois at Urbana-Champaign,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7562,Técnicas Microscópicas de Caracterización,Universitat de Barcelona,Course,14k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7563,Introduction to Basic Vibrations,Korea Advanced Institute of Science and Technology(KAIST),Course,10k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7564,Analyzing the Universe,Rutgers the State University of New Jersey,Course,14k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7565,Introduction to Chemistry: Structures and Solutions,Duke University,Course,44k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7566,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Ludwig-Maximilians-Universität München (LMU),Course,15k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7567,Элементы атомной и ядерной физики,National Research Nuclear University MEPhI,Course,6.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7568,Being a researcher (in Information Science and Technology),Politecnico di Milano,Course,5.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7569,Una aproximación a la química del carbono,Universidad Nacional Autónoma de México,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7570,3D CAD Fundamental,National Taiwan University,Course,35k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7571,Physical Basics of Quantum Computing,Saint Petersburg State University,Course,7.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,3.9,Beginner
7572,"Modern Robotics, Course 1: Foundations of Robot Motion",Northwestern University,Course,37k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7573,Spatial Analysis and Satellite Imagery in a GIS,University of Toronto,Course,18k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7574,"Act on Climate: Steps to Individual, Community, and Political Action",University of Michigan,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7575,Инновации в промышленности: мехатроника и робототехника,National Research Tomsk State University,Course,7.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Mixed
7576,Introduction into General Theory of Relativity,HSE University,Course,48k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Advanced
7577,Smart Materials: Microscale and Macroscale Approaches,Peter the Great St. Petersburg Polytechnic University,Course,2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7578,Introducción a la geotermia,Universidad Nacional Autónoma de México,Course,20k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7579,Introducción a los modelos de demanda de transporte,Pontificia Universidad Católica de Chile,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7580,Optical Efficiency and Resolution,University of Colorado Boulder,Course,4.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.2,Advanced
7581,Design of High-Performance Optical Systems,University of Colorado Boulder,Course,4.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Advanced
7582,Sistemas Digitales: De las puertas lógicas al procesador,Universitat Autònoma de Barcelona,Course,33k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Mixed
7583,Battery State-of-Charge (SOC) Estimation,University of Colorado Boulder,Course,9.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Intermediate
7584,Major Engineering Project Performance,University of Leeds,Course,17k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7585,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Georgia Institute of Technology,Course,39k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Mixed
7586,Город будущего,Moscow Institute of Physics and Technology,Course,0,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,0,Beginner
7587,"Origins - Formation of the Universe, Solar System, Earth and Life",University of Copenhagen,Course,31k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7588,Geographical Information Systems - Part 1,École Polytechnique Fédérale de Lausanne,Course,12k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,3.6,Beginner
7589,Органическая химия,Novosibirsk State University,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7590,Introduction to Semiconductor Devices 1,Korea Advanced Institute of Science and Technology(KAIST),Course,4k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.5,Intermediate
7591,Teaching in University Science Laboratories (Developing Best Practice),University of Amsterdam,Course,5.9k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7592,Introduction to Semiconductor Devices 2,Korea Advanced Institute of Science and Technology(KAIST),Course,2.2k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.4,Intermediate
7593,Organic Solar Cells - Theory and Practice,Technical University of Denmark (DTU),Course,68k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7594,The Meat We Eat,University of Florida,Course,19k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Mixed
7595,Statistical Molecular Thermodynamics,University of Minnesota,Course,21k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.9,Beginner
7596,Introduction to Faecal Sludge Management,École Polytechnique Fédérale de Lausanne,Course,11k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7597,Sharing Cities: Governance and Urban Sustainability,Lund University,Course,6k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7598,Ferrous Technology I,Pohang University of Science and Technology,Course,9.5k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
7599,Planning for Climate Change in African Cities,United Cities and Local Governments of Africa,Course,7.7k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Intermediate
7600,Recent Advances in Freeform Electronics,Yonsei University,Course,2.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Intermediate
7601,Biosphere 2 Science for the Future of Our Planet,University of Arizona,Course,4.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.8,Beginner
7602,Introduction to advanced tomography,Technical University of Denmark (DTU),Course,2.8k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.6,Mixed
7603,Geodesign: Change Your World,The Pennsylvania State University,Course,6.3k,Physical Science and Engineering,science_engineering_and_maths,1-3 Months,4.7,Beginner
