index,title,partner,product_type,enrollment,coursera_subject,FL_category,duration,rating,level
3679,Master Shadow in Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3680,Use React State and Props to Create an Online Quiz,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3681,Design User Interface (UI) Flow to Improve UX in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3682,Create a Picture Puzzle using Java Swing,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3683,Introduction to Search Techniques in Python: Binary Search,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3684,Process File Data using C Pointers,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3685,Build a Server Rendered Website with Next.js,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3686,أساسيات python: برمج لعبة تخمين الرقم من الصفر,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3687,Configuring Kotlin for Android with IntelliJ IDEA,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3688,Build an Online Auction Server with ExpressJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3689,Introducción a las bases relacionales SQL,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3690,Create Mockups for a Website Homepage in Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3691,Practical Use Cases of CSS3 Flexbox,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3692,Align Continuous Improvements with Impact Mapping in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3693,Crea tu primera aplicación web con Python y Flask,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3694,Build Space Invaders using Pygame,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3695,Product Roadmap Recovery in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3696,Leverage Attention Management to Facilitate Meetings in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3697,Creating a Color Game in Python Using Tkinter GUI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3698,Crea tu primer juego de adivinanza con Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3699,Leverage Meeting Productivity Tools in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3700,Build CSS3 Flexbox Holy Grail Layout in Angular,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3701,Create Affinity Diagrams to Organize Ideas in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3702,Add Web Reviews with Advanced TypeScript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3703,Explore Adobe Spark while creating Social Stories Highlights,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3704,Empezando a trabajar con VueJS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3705,برنامج تنبيه سطح المكتب باستخدام Python: إشعارات Covid-19,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3706,Create a Basic Mini-Map in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3707,Python في Pygame تصميم و تطوير لعبة العقبات باستخدام,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3708,Explore Variables and Data Types in VB.NET,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3709,تعليم مبادئ ال SQL Syntax,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3710,User-Experience: Create a Storyboard using Storyboarder,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3711,Test and Debug Your Build with Visual Studio Code,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3712,تسجيل الدخول أو إنشاء حساب على فيسبوك باستخدام جافا وأندرويد,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3713,Manipulate Object Properties with C# in Unity,Coursera Project Network,Guided Project,2.9k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.9,Beginner
3714,Java Decision Programming,Coursera Project Network,Guided Project,2.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Intermediate
3715,Build a Relative Layout App in Android Studio,Coursera Project Network,Guided Project,2.2k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3716,Create Animation Transitions in Unity (Intro to Animation 2),Coursera Project Network,Guided Project,1.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3717,Build an App in Android Studio using Activities,Coursera Project Network,Guided Project,1.5k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.4,Intermediate
3718,Build a Guessing Game Application using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3719,Build an App in Android Studio using Resources,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3720,Implementing Hangman Game Using Basics of Python 3,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3721,Build an App in Android Studio using Static Files,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.3,Intermediate
3722,Aprendiendo Python con álgebra lineal,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3723,Análisis de texto en archivos con Azure cognitive search,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3724,Process Personal Details using Methods in Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3725,Java Arrays and Loops,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3726,"Java Inheritance, Composition and Aggregation",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3727,Android Programming for Beginners - Contacts Application,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3728,Create an FPS Weapon in Unity (Part 4 - Ammunition),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3729,Product Design: Draw a Classic Armchair using SketchUp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3730,Introduction to C++ Programming: Create a Tic-Tac-Toe Game,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,3.7,Beginner
3731,Debugging Projects Manually,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3732,Create a Tic-Tac-Toe Game using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3733,Build a Custom Profile Avatar with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3734,Fundamentos de React Hooks,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3735,Create an interactive story game with Twine,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3736,Create a Basketball Score Counter App in Android using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3737,Optimize Digital Experiences with Service Blueprints in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3738,Perfecting your Readme,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3739,Personal Desktop Notifier in Python: Covid-19 notifications,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3740,Create C Control Constructs using DevC++,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3741,React: Operaciones Básicas CRUD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3742,"Bend, Warp, and Style Text with Inkscape",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3743,Build a Fast Typing Game using Java Swing,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3744,Create Emotes with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3745,Build a Chat UI application using CSS3 Flexbox,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3746,Audit System with Spring Boot AOP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3747,Query data in Django,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3748,Build a Stopwatch using JavaScript,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3749,Creating a simple Calculator in Android using Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3750,Design a Login/Register UI in Android using Linear layout,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3751,Create Landscapes in Unity Part 1 - Terrain,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3752,Introduction to the Unity Input System,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3753,Create a C# Class Definition to Track Employee Data,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3754,Static Website Hosting and Cross-Region Replication,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3755,تصميم قاعدة البيانات باستخدام SQL Server Management Studio,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3756,Design a Social Media UI in Android using Linear Layout,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3757,تعرَف على هياكل البيانات في بايثون من خلال التطبيق العملي,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3758,Manage Idea Generation with Brainwriting in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3759,Simple NEWS Reader Android Application Using okhttp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3760,Enhance User Interface Design with Mood Boards in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3761,Python برنامج لحل لعبة السودوكو بالذكاء الاصطناعى باستخدام,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3762,Draw a Wireframe in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3763,Streamline User Experience Flow with Sitemaps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3764,Using Interfaces with C# in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3765,Introdução à base de dados relacionais e SQL,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3766,How to implement array based stack in C,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3767,Generate an Opportunity Solution Tree in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3768,Déployer des stacks Docker avec Docker Compose,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3769,بناء Backend لنسخة من Twitter,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3770,Design and Visualize Impact Metrics in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3771,Crie sua página pessoal usando React e Github Pages,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3772,Inspect ADA Compliance with Chrome Screen Reader Extensions,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3773,Initiation à Docker Swarm pour l'orchestration de conteneurs,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3774,تعلم C عن طريق عمل Array-based Stack,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3775,Cut Time to Production with Action Mapping in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3776,Créer et manipuler un cluster Kubernetes avec Minikube,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3777,Work with Controls and Properties in VB.NET,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3778,Save Game Settings with PlayerPrefs in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3779,Creando tu primera app web con Outsystems,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3780,Introducción al lenguaje Julia,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3781,Working with Datasets,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3782,Draw a wireframe in Wireframe.cc,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3783,Crie wireframes digitais de baixa fidelidade com Figma,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3784,Best Practices for Mobile Development With Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3785,Service Management with Linux,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3786,Crear una presentación educativa con Microsoft Powerpoint,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3787,Enregistrer vos designs Canva sur MailChimp,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3788,"Installer des Plugins SpotBugs, SonarLint, TestNG (Eclipse)",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3789,Crear una presentación empresarial con Microsoft Powerpoint,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3790,Create a JavaFX GUI with radio buttons and check boxes,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3791,Test Accessibility of Your Design with WAVE,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3792,Create Keyboard Movement Mechanics with C# in Unity,Coursera Project Network,Guided Project,1.8k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.8,Beginner
3793,Create a Record of Students using Arrays in Java,Coursera Project Network,Guided Project,1.7k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3794,Make Your Pick-Ups Look Cool in Unity (Intro to Animation 1),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Beginner
3795,Build an App in Android Studio using onTouch,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
3796,Position Elements on a Page with CSS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Intermediate
3797,Light Up Your World in Unity (Introduction to Lighting),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3798,Hide and Reveal Secret Rooms in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3799,"C++ Inheritance, Aggregation and Composition",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4,Intermediate
3800,Create a Dialog Box with C# in Unity Part 1 - Message Prompt,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3801,Create an FPS Weapon in Unity (Part 1 - Revolver),Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3802,Build a Flywheel Infographic with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3803,Manage Agile Workflows with Product Roadmaps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3804,Recreate the First Ever Easter Egg from Adventure in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3805,Make Any Image into a Vector Graphic with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3806,Create Fire with Particle Effects in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3807,Use Python and Java to Create a GUI Application,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3808,Graficando con Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3809,Click-to-Move with Unity NavMesh,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3810,Visualize Project Milestones with Gantt Charts in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3811,Build an Automobile Listing Website with PHP,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3812,Master Lighting in Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3813,Define Product Vision with User Experience Maps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3814,Create a C# Application to process MongoDB Data,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3815,Access SQLite in an Android Studio Project,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3816,Build a Word Jumble using Java Basics,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3817,Jet Fighters Game using Pygame,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3818,Access Maps in an Android Studio Project,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3819,Initiation Pratique à VIM,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3820,Build Responsive Service Page UI using CSS3 Flexbox,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3821,بناء Neural Network مكونه من 3 طبقات بأستخدام لغة Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3822,Creating a Word Jumble Game in Python Using Tkinter GUI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3823,Draw an Isometric Snow Globe with Inkscape,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3824,Involve Critical Players with Stakeholder Maps in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3825,Fast Typer Game using Pygame,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3826,Endless Runner Game using Unity Engine and C#,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3827,Access NFC in an Android Studio Project,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3828,Access WebView in an Android Studio Project,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3829,Create a C Program using DevC++ to Demonstrate Scope,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3830,"Create Landscapes in Unity Part 3 - Foliage, Rocks, and Lake",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3831,Message Encoding/Decoding in Python with GUI,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3832,Aprendiendo a programar en Go,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3833,React: Router dinámico con API,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3834,Introducción a Pandas para Data Science,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3835,Create your first GUI application in jGRASP using JavaFX,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3836,Create an Empathy Map in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3837,Crea tus dashboards y aplicaciones interactivas con R Shiny,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3838,Créer une instance Amazon EC2 dans la console AWS,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3839,Make an Action Bar with C# in Unity Part 2 - Visual Effects,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3840,Add Gore to Your Game in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3841,Draw out Creative Ideas with Reverse Brainstorming in Miro,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3842,REACT: Carrito de compras con Context,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3843,Regresión logística con NumPy y Python,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3844,Aprendiendo a crear apps con Outsystems,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3845,Create a Selection Highlight with Unity Shader Graph,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3846,Build a Lo-Fi Responsive Website Prototype with Adobe XD,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3847,Manipuler des conteneurs Docker graphiquement avec Portainer,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3848,Creando tu primera aplicación android con App Inventor,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3849,Créer un Groupe Auto Scaling Amazon EC2 avec Load Balancer,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3850,Object-Pooling with C# in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3851,Trabajando con Azure Face API,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3852,"Configurer, sécuriser et déployer NextCloud avec Docker",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3853,Create an Affinity Diagram Using Creately,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3854,Designing Traps with C# in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3855,Using Collaborate for Version-Control in Unity 2021,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3856,Crea diseños y prototipos de alta fidelidad en Figma,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3857,Add Ragdoll Effect to a Character in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3858,Parametrize Queries to Protect Against Injections with Java,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3859,Créer une présentation éducative avec Microsoft Powerpoint,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3860,"Prefabs, Nested Prefabs and Variants in Unity",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3861,رسم الإطار السلكي في تطبيق ميرو,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3862,"Install, Configure, and use Java Extension Pack in VS Code",Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Beginner
3863,رسم الإطار السلكي في منصة موك بلاس,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Intermediate
3864,Cypress end to end testing and intercepting network call,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,0,Advanced
3865,Style Tables with CSS,Coursera Project Network,Guided Project,2.3k,Computer Science,it_and_computer_science,Less Than 2 Hours,4.7,Intermediate
3866,Create a First-Person Camera (VM-Compatible!) in Unity,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.6,Beginner
3867,Java Primitive Types to Calculate Expenses,Coursera Project Network,Guided Project,0,Computer Science,it_and_computer_science,Less Than 2 Hours,4.5,Intermediate
